c1,c2,c3,g,m,x,y
1,0,0.6872575725171162,1,4,68048,4
1,0,1.2011862325732148,0,5,78193,5
2,1,1.0126699983833092,0,5,79724,6
2,1,0.9670463933265242,1,5,75419,6
1,0,1.6948549646499331,1,5,78466,4
2,1,-0.3670980839531523,0,4,65108,5
2,1,-1.2571150544637018,0,6,84482,8
2,1,-0.7935383317049132,1,5,74212,6
1,0,1.0516472794552625,0,3,54517,3
1,0,1.2053412481222123,0,3,53169,5
2,1,-0.10260902150721143,1,6,84835,7
2,1,0.2600437976600806,1,6,81064,7
1,0,1.669734008718234,1,5,72577,4
1,0,-0.6036164512313282,1,5,76968,5
2,1,-1.5431851172021995,1,5,71136,6
2,1,1.544030844669997,1,7,93241,7
0,0,1.4935466737934178,1,4,57447,2
2,1,-0.7024572758147827,1,4,61683,5
1,0,0.7566876987007932,1,4,60345,4
2,1,-0.009329947170461005,0,5,77782,7
2,1,-0.8485148804799639,1,6,84962,8
1,0,-0.03253373150727261,0,4,57718,4
2,1,0.07632018461881676,0,5,79813,6
1,0,1.77539676912549,1,5,71837,3
2,1,-0.14012730771349902,1,4,57853,5
1,0,0.9189708419232089,1,5,79789,4
